ID_PERSON,AS_ACTOR,AS_COMPOSER,AS_DIRECTOR,PERSON_NAME
nm0004352,tt0387899,,,Elsa Saladin
nm0004353,,,,Beatrice Pettovich
nm0004354,tt0110089|tt0113925|tt0181868|tt0428649|tt1087443|tt3654796,,tt0102319|tt0110089|tt0428649|tt11987358|tt2235783|tt6615784,Caveh Zahedi
nm0004355,tt0090357|tt0097108|tt0097417|tt0099238|tt0110844|tt0272790|tt0309510|tt10356564|tt10405022|tt1230150|tt1388778|tt2297812|tt3464902|tt4575576|tt9165824,,,Roger Ashton-Griffiths
nm0004356,tt0102753|tt0102756|tt0102988|tt0107529|tt0107614|tt0109413|tt0113055|tt0114130|tt0115656|tt0118691|tt0119829|tt0130928|tt0149448|tt0217687,,,Lisa Jakub
nm0004357,tt0128257|tt0184955|tt0239066|tt0250485|tt0270549|tt0446298|tt1327788|tt1761017,,,Michael Roberds
nm0004358,,,,Terry Odem
nm0004359,,,,Donald Vetick
nm0004360,,,,Attila Szalay
nm0004361,,,,Roger Guyett
nm0004362,,tt0042233|tt0044360|tt0056806|tt0060659|tt0139065|tt0246453,,Roshan
nm0004363,tt0077797|tt0087492|tt0112313|tt0122162|tt0152080|tt0154265|tt0154412|tt0178195|tt0186871|tt0244585|tt0245494|tt0248125|tt0254354|tt0260077|tt0260107|tt0260947|tt0262866|tt0268141|tt0268160|tt0338264|tt0363563|tt0368068|tt0373891|tt0381079|tt1252292,,tt0097640|tt0099943|tt0102200|tt0107321|tt0113526|tt0136352|tt0151206|tt0234000|tt0248135|tt0254481|tt0432637|tt1029231,Rakesh Roshan
nm0004364,,,,Merle Bertrand
nm0004365,tt0066445|tt0068673|tt0068838|tt0069792|tt0070169|tt0070721|tt0070787|tt0071224|tt0071369|tt0072284|tt0072348|tt0072604|tt0072725|tt0072747|tt0073784|tt0074719|tt0074885|tt0074969|tt0076418|tt0076584|tt0077243|tt0080741|tt0084236|tt0084424|tt0084867|tt0085124|tt0085245|tt0085627|tt0086051|tt0087461|tt0088359|tt0088380|tt0089246|tt0091072|tt0092765|tt0097663|tt0099400|tt0099414|tt0101703|tt0102978|tt0104997|tt0114448|tt0116367|tt0117177|tt0117260|tt0126816|tt0137458|tt0160105|tt0161084|tt0185495|tt0204901|tt0218641|tt0238080|tt0253056|tt0266449|tt0288215|tt0335438|tt0354578|tt0422182|tt0441035|tt11138292|tt12951846|tt1332119|tt1715362|tt2359137|tt2506748|tt2974726|tt4519400|tt4624104|tt4795624|tt6052748|tt9292510|tt9894470,,tt0072604|tt0074885|tt0074969|tt0076418|tt0084236|tt0085245|tt0086051|tt0091072|tt0097663|tt0102978|tt0104997|tt0114448|tt0137458|tt0185495|tt0253056|tt0393939,Fred Williamson
nm0004366,,,,Tom Wolfe
nm0004367,,,,Antonio L. Ballesteros
nm0004368,,tt0060581|tt0060904|tt0062414|tt0063356|tt0063581|tt0063991|tt0064662|tt0064728|tt0064775|tt0065133|tt0066436|tt0066494|tt0066505|tt0066543|tt0067357|tt0067738|tt0067822|tt0068806|tt0069273|tt0069325|tt0069516|tt0069803|tt0070339|tt0071278|tt0071523|tt0071628|tt0071760|tt0072089|tt0072812|tt0072813|tt0073901|tt0074515|tt0076670|tt0077341|tt0077357|tt0077416|tt0077636|tt0078341|tt0078895|tt0079238|tt0079630|tt0079740|tt0081738|tt0081975|tt0082445|tt0082640|tt0083906|tt0084133|tt0084354|tt0085236|tt0086978|tt0087412|tt0087788|tt0088200|tt0088444|tt0088577|tt0088813|tt0088898|tt0089052|tt0089157|tt0089343|tt0089491|tt0091578|tt0091923|tt0092288|tt0092732|tt0093696|tt0093776|tt0093913|tt0093931|tt0094172|tt0094327|tt0094331|tt0094704|tt0094783|tt0095480|tt0096166|tt0096178|tt0096211|tt0096294|tt0096755|tt0096774|tt0097152|tt0098061|tt0098261|tt0100261|tt0100519|tt0100944|tt0102050|tt0102128|tt0102485|tt0103980|tt0103982|tt0104930|tt0105316|tt0108210|tt0110002|tt0213989|tt0323330,,Stanley Myers
nm0004369,,,,Robert Lyon Rasner
nm0004370,,,,Ron Petruccione
nm0004371,tt0089272|tt0230915|tt0252966|tt0438052|tt2290147|tt3327432|tt4688366,,,Robert David Hall
nm0004372,tt0104855|tt0134215,,tt0065701|tt0067706|tt0083186|tt0084825|tt0091727|tt0093563|tt0097129|tt0099523|tt0100235|tt0102806|tt0106278|tt0124116|tt0124707|tt0147119|tt0166986|tt0189184|tt0207568|tt5463892,Gary Graver
nm0004373,,,,Martin Fischer
nm0004374,,,,Bruce Woloshyn
nm0004375,,,,John Dykstra
nm0004376,tt0117143|tt0119020|tt0129277|tt0130827|tt0144106|tt0158148|tt0173171|tt0187696|tt0194491|tt0196510|tt0203632|tt0221027|tt0258463|tt0311941|tt0321473|tt0322700|tt0372183|tt0374569|tt0381966|tt0430051|tt0462023|tt0901481|tt1092634|tt1119180|tt1483744|tt1772766|tt5041296|tt7225386|tt7295450,,tt0496272|tt10353704,Franka Potente
nm0004377,,,,Heather Scobie
nm0004378,,,,Jimmy Mcconnell
nm0004379,,tt0234137|tt0271798|tt0313707|tt0325214|tt0468445|tt0491661|tt1319736,,Pierpaolo Tiano
nm0004380,tt0116091|tt0118808|tt0118992|tt0119307|tt0164368|tt0211303|tt0302346|tt0344943|tt0765263|tt1179820|tt13719600|tt1422177|tt1435990|tt2826116|tt5799362|tt9844322,,tt0235606|tt0308595|tt0774756|tt1174034,Antoine de Caunes
nm0004381,tt0120405|tt0120854|tt0152178|tt0204315|tt0220670|tt0249935|tt0279871|tt0354899|tt0381392|tt0426214|tt0453451|tt0819953|tt10648042|tt1221125|tt1236442|tt18361872|tt1918817|tt2251648|tt3223302,,,Emma de Caunes
nm0004382,tt0111342|tt0168899|tt0247967|tt0287439|tt0318773|tt3223302|tt8063132,,,Jean-Jacques Vanier
nm0004383,,tt0074962|tt0076776|tt0078886|tt0081447|tt0082926|tt0084854|tt0085407|tt0088846|tt0091203|tt0091538|tt0091859|tt0091934|tt0092513|tt0093409|tt0094008|tt0094082|tt0094612|tt0094923|tt0095016|tt0095316|tt0095951|tt0096764|tt0097373|tt0097733|tt0097742|tt0098188|tt0098206|tt0098222|tt0099286|tt0099423|tt0099951|tt0101606|tt0102070|tt0102266|tt0102288|tt0102558|tt0102798|tt0103848|tt0104714|tt0105391|tt0107362|tt0108207|tt0108333|tt0108569|tt0112679|tt0112864|tt0112883|tt0113068|tt0113862|tt0114550|tt0115433|tt0116669|tt0119081|tt0119266|tt0119381|tt0120521|tt0120889|tt0120903|tt0122151|tt0129167|tt0166002|tt0186151|tt0312329|tt0316356|tt0361620|tt0395947,,Michael Kamen
nm0004384,,tt0053024|tt0054123|tt0055176|tt0056030|tt0056517|tt0056557|tt0057308|tt0058051|tt0058143|tt0059670|tt0060577|tt0061436|tt0061476|tt0062146|tt0062228|tt0062485|tt0062858|tt0063398|tt0063806|tt0064570|tt0065043|tt0065136|tt0065238|tt0065994|tt0066289|tt0066323|tt0067575|tt0068021|tt0068303|tt0069078|tt0070217|tt0070949|tt0071633|tt0071770|tt0072446|tt0072701|tt0073296|tt0073436|tt0075348|tt0075730|tt0076577|tt0078310|tt0079028|tt0079820|tt0080561|tt0081011|tt0083356|tt0084123|tt0084549|tt0084858|tt0088009|tt0091358|tt0095203|tt0096030|tt0096209|tt0098381|tt0099949|tt0103340|tt0103874|tt0104129|tt0109579|tt0111221|tt0116280|tt0117364|tt0119846|tt0122486|tt0122644|tt0122776|tt0122777|tt0142688|tt0170351|tt0209445|tt0253474|tt0257289|tt0289167|tt0296125|tt0314942|tt0316713|tt0472884|tt0498399|tt0810456|tt1210361|tt3997248,,Wojciech Kilar
nm0004385,,,,Michael Broomberg
nm0004386,,,,Jerome R. Vitucci
nm0004387,,,,Helmi Sirkiï¿
nm0004388,,,tt0292513|tt1149584|tt17634108,Michael Selditch
nm0004389,,,,Jason Kaplan
nm0004390,,,,Teri Kennedy
nm0004391,,,,Chris Dowell
nm0004392,,,,Charles Blackman
nm0004393,,,,David J. Barker
nm0004394,,,,Mark Kadlec
nm0004395,tt0116514|tt0116828|tt0118985|tt0119871|tt0136756|tt0160459|tt0220034|tt0248974|tt0257756|tt0320668|tt0359950|tt0364955|tt0365485|tt0369735|tt0433442|tt0460810|tt0470679|tt0471930|tt0838283|tt1150947|tt1183921|tt1216492|tt1227170|tt1268987|tt1311060|tt1355683|tt1637706|tt1720616|tt1791504|tt1954811|tt2582784|tt2637294|tt2937366|tt3844362|tt3850590|tt4550420|tt4842646|tt5618700,,,Adam Scott
nm0004396,,,,Steven E. Hoffman
nm0004397,,,,Frank Walsh
nm0004398,,,,Rodney Glenn
nm0004399,,,,William F. Reynolds
nm0004400,,,,John Curcio
nm0004401,,tt0112618|tt0113418|tt0114592|tt0118697|tt0126965|tt0176799|tt0364961|tt0367631|tt0378407|tt0448179|tt1086841|tt1523372|tt1674260|tt4566244,,Steven M. Stern
nm0004402,,tt0091954|tt0094048|tt0098529|tt0101004|tt0102543|tt0105267|tt0107451|tt0109376|tt0109816|tt0111704|tt0112568|tt0114419|tt0115520|tt0116519|tt0117800|tt0119881|tt0119931|tt0120135|tt0122951|tt0157069|tt0167250|tt0167454|tt0211909|tt0235023|tt0251723|tt0943982|tt1379734|tt1415269|tt15090124|tt3896114|tt5669410,,Dan Wool
nm0004403,,,,Paula P-Orridge
nm0004404,,,,Jerry D. O'Donnell
nm0004405,tt0119288|tt19813094,,,Jerry O'Donnell
nm0004406,,,,Curtis Smith
nm0004407,,,,Curtis Smith
nm0004408,,,,Carrie Urzua
nm0004409,tt0191019|tt1336617|tt3980530,,,Kathy Ann Wittes
nm0004410,tt0241493,,tt0479884|tt1034032|tt1071875|tt1121931|tt1524575|tt4029412,Mark Neveldine
nm0004411,tt0249511|tt0452889|tt2401007,,,Jonathan Levit
nm0004412,,,tt0304328,Ed Solomon
nm0004413,tt0062492|tt0093737,,,Brian Hamill
nm0004414,tt0041738|tt0043164|tt0044165|tt0044583|tt0046451|tt0143834|tt0153415|tt0156492|tt0179092|tt0243215,,,Paul Barge
nm0004415,,,,Louis Irving
nm0004416,tt0097416|tt0108329|tt0139872|tt0154830|tt0250104|tt0274026|tt0274789|tt0305714|tt0316269|tt0319660|tt0485270|tt0907859|tt0948462|tt1621767|tt1736647|tt2778412|tt4328680|tt8661814,tt0080901|tt0249797|tt0251919,,S.P. Balasubrahmanyam
nm0004417,tt0043908|tt0157878|tt0158142|tt0186890|tt0187214|tt0187484|tt0187581|tt0193509|tt0206877|tt0249795|tt0250461|tt0251847|tt0251996|tt0252590|tt0256832|tt0257362|tt0257892|tt0259177|tt0259261|tt0259416|tt0259549|tt0259609|tt0259631|tt0259712|tt0260791|tt0261347|tt0262281|tt0262455|tt0263831|tt0263997|tt0266463|tt0297013|tt0333067|tt0371968|tt1445108,,tt0259177|tt0259261|tt0259549|tt0259609|tt0259712,N.T. Rama Rao
nm0004418,tt0106333|tt0111793|tt0112870|tt0113526|tt0119239|tt0133024|tt0164550|tt0172574|tt0172684|tt0173080|tt0173081|tt0189492|tt0189592|tt0216707|tt0248126|tt0271604|tt0271748|tt0274789|tt0439662|tt1039995|tt11102314|tt1182937|tt1188996|tt1189006|tt1252488|tt1428459|tt15567704|tt4535650|tt7019812|tt8108274|tt8427036,,,Kajol
nm0004419,,,,Edida Nageswara Rao
nm0004420,,,,Larry Adlon
nm0004421,,,,Rich Robinson
nm0004422,,,,Rich Robinson
nm0004423,tt0338013,,,Gerry Robert Byrne
nm0004424,,,,Brian Gunter
nm0004425,tt0271461,,,Beau Holden
nm0004426,,,,Mike McGowan
nm0004427,,,,Philip Wilson
nm0004428,,,,Jeff Rafner
nm0004429,tt0056850|tt0060145|tt0060659|tt0066070|tt0067478|tt0070241|tt0070530|tt0070935|tt0071436|tt0072783|tt0073707|tt0078222|tt0078241|tt0079749|tt0081401|tt0083608|tt0086925|tt0089201|tt0093518|tt0094299|tt0096139|tt0097563|tt0104645|tt0114153|tt0117470|tt0137361|tt0139046|tt0139447|tt0139525|tt0142431|tt0147811|tt0152148|tt0154565|tt0155073|tt0156745|tt0157844|tt0158375|tt0158449|tt0158534|tt0173080|tt0177487|tt0212123|tt0213611|tt0214751|tt0214866|tt0215902|tt0229952|tt0231796|tt0232081|tt0232826|tt0244776|tt0245494|tt0245994|tt0260336|tt0265690|tt0267703|tt0268216|tt0271023|tt0276309|tt0295603|tt0297416|tt0359325|tt0359444|tt0430232|tt0430561|tt0440590|tt0442799|tt0446889|tt0800956|tt0814014|tt1027821|tt1077248|tt1291626|tt1961530|tt2510874|tt3948240|tt7202976|tt7609114|tt9691282,,,Dharmendra
nm0004430,tt0077783|tt0081968,,,Karan Kapoor
nm0004431,tt0070689|tt0088335|tt0090202|tt0153545|tt3696192,,,Kunal Kapoor
nm0004432,tt0021594|tt0043306|tt0050820|tt0054098|tt0058774|tt0061206|tt0142681|tt0148266|tt0156432|tt0215515|tt0232572|tt0242714|tt0243559|tt0270976|tt0293634|tt0314557,,,Prithviraj Kapoor
nm0004433,tt0051117|tt0055035|tt0056379|tt0058257|tt0061073|tt0066766|tt0071811|tt0073924|tt0074503|tt0076527|tt0078241|tt0081147|tt0083820|tt0084532|tt0084866|tt0101283|tt0104404|tt0106986|tt0118525|tt0123102|tt0126234|tt0139457|tt0144273|tt0147925|tt0157132|tt0213524|tt0226847|tt0250339|tt0254179|tt0268220|tt0268394|tt0268639|tt0274764|tt0295603|tt0314557|tt0315389|tt0317751|tt0339878|tt0378364|tt0379272|tt0389433|tt0430202|tt0448742|tt1839596,,tt0071811,Shammi Kapoor
nm0004434,tt0043306|tt0057162|tt0059709|tt0059893|tt0061960|tt0065484|tt0067742|tt0070689|tt0072100|tt0072642|tt0072860|tt0073569|tt0074730|tt0076177|tt0077183|tt0077783|tt0078204|tt0078418|tt0079386|tt0079963|tt0080638|tt0080982|tt0081491|tt0082071|tt0083081|tt0084058|tt0084385|tt0089678|tt0090645|tt0091258|tt0092033|tt0093913|tt0094979|tt0101284|tt0107199|tt0120127|tt0153545|tt0158585|tt0175530|tt0175566|tt0176075|tt0177473|tt0178187|tt0178194|tt0178218|tt0183306|tt0214635|tt0214707|tt0214866|tt0230670|tt0230680|tt0234054|tt0239452|tt0243416|tt0243550|tt0246493|tt0246713|tt0246800|tt0262866|tt0268131|tt0293081|tt0298327|tt0300980|tt0301215|tt0301810|tt0305689|tt0320100|tt0321421|tt0350005|tt0351790|tt0357483|tt0357533|tt0357621|tt0357826|tt0359728|tt0359990|tt0364555|tt0368068|tt0369746|tt0371908|tt0383259|tt0395602|tt0395743|tt0422775|tt0447559|tt0451048|tt0778877|tt4320352,,tt0101283,Shashi Kapoor
nm0004435,tt0061378|tt0064241|tt0064506|tt0065416|tt0065936|tt0066758|tt0066763|tt0066766|tt0068217|tt0068257|tt0068938|tt0070434|tt0072026|tt0073569|tt0140784|tt0142431|tt0149568|tt0150251|tt0154178|tt0154201|tt0154749|tt0155530|tt0156258|tt0158477|tt0158698|tt0173283|tt0175423|tt0176105|tt0178184|tt0178207|tt0187271|tt0232826|tt0233206|tt0233264|tt0246286|tt0246413|tt0262242|tt0266757|tt0268129|tt0268131|tt0268160|tt0268273|tt0268449|tt0272118|tt0302058|tt0348078|tt0358020|tt0360399|tt0364551|tt0367499|tt0368079|tt0373891|tt0377636|tt0381079|tt0847758|tt1372304|tt2283894|tt4320352,,,Rajesh Khanna
nm0004436,tt4320352,tt0071730|tt0077797|tt0079386|tt0079584|tt0080638|tt0084199|tt0087492|tt0097143|tt0097640|tt0099943|tt0102200|tt0106205|tt0107321|tt0110140|tt0113526|tt0114317|tt0116035|tt0136352|tt0151206|tt0152080|tt0152720|tt0156659|tt0156663|tt0156691|tt0157339|tt0159056|tt0178195|tt0185335|tt0186871|tt0187192|tt0234000|tt0247911|tt0248125|tt0248135|tt0248216|tt0250483|tt0251426|tt0254481|tt0260344|tt0260418|tt0272062|tt0284218|tt0286752|tt0286772|tt0298582|tt0301215|tt0301240|tt0357621|tt0360399|tt0366616|tt0368079|tt0373935|tt0377340|tt0377738|tt0392883|tt0395464|tt0432637|tt1029231|tt1095011|tt1182908|tt1198101|tt5460276,,Rajesh Roshan
nm0004437,tt0086230|tt0087492|tt0089382|tt0090575|tt0091328|tt0091601|tt0093578|tt0094299|tt0096139|tt0097045|tt0097466|tt0102258|tt0104404|tt0104607|tt0107060|tt0107986|tt0109391|tt0115568|tt0117099|tt0119427|tt0122427|tt0125556|tt0140304|tt0140448|tt0154898|tt0155329|tt0156079|tt0156093|tt0177484|tt0186793|tt0186794|tt0186799|tt0186801|tt0186807|tt0186821|tt0186823|tt0186871|tt0186890|tt0186956|tt0186963|tt0187043|tt0187052|tt0187096|tt0187108|tt0187109|tt0187115|tt0187150|tt0187188|tt0187193|tt0187204|tt0187214|tt0187227|tt0187271|tt0187273|tt0187279|tt0187318|tt0187345|tt0187351|tt0187379|tt0187382|tt0187412|tt0187441|tt0187475|tt0187484|tt0187503|tt0187574|tt0187576|tt0187581|tt0193509|tt0215914|tt0254845|tt0281111|tt1435464|tt2181931|tt3803860|tt3963562|tt5690142|tt8056936,,,Sridevi
nm0004438,,,,Mia Farrell
nm0004439,,tt8343828,tt0116346|tt0484273|tt0829251|tt8343828,Elio Quiroga
nm0004440,,,,Martin Sharpe
nm0004441,,,,Larry Ruppel
nm0004442,,,,Evan Green-Hughes
nm0004443,,tt0096154|tt0109298|tt0110844|tt0110974|tt0113850|tt0122410|tt0189464|tt0205959|tt0249694|tt0337631,,Fiachra Trench
nm0004444,,,,Askia Won-Ling Jacob
nm0004445,,,,Dan Sharp
nm0004446,,,,Bernard Weiser
nm0004447,,,,Peter Lhotka
nm0004448,,,,Joel Hladecek
nm0004449,,,,Felix Werner
nm0004450,tt0235333|tt0246498,,,Sebastian DeVicente
nm0004451,,,tt10355512|tt5273240|tt5506088,Thorsten Schmidt
nm0004452,,,,Csaba Erï¿½
nm0004453,,,,Arthur Cohn
nm0004454,tt0021774|tt0221875,,tt0031158|tt0033127|tt0039592|tt0041702|tt0041977|tt0043577|tt0043865|tt0044504|tt0045265|tt0049098|tt0056660|tt0058517|tt0150086|tt0152223|tt0154301|tt0155629|tt0157949|tt0161069|tt0177929|tt0182671|tt0185201|tt0194487|tt0207362|tt0216040|tt0218987,Jean Boyer
nm0004455,,,,Greg Kozikowski
nm0004456,tt0204946|tt0293386|tt0357930|tt0435653|tt0490527|tt1230372|tt1253859|tt1482457|tt1830713|tt2368606|tt27460736|tt3555514|tt4163020|tt6304196|tt8351452,,,Clare Kramer
nm0004457,,,,Dirk Piepenbring
nm0004458,,,,Peter Heller
nm0004459,,,,Rachel Kennedy
nm0004460,tt0203593,,,Rachel Davey
nm0004461,,,,George Verschoor
nm0004462,tt0049189|tt0049448|tt0049703|tt0050257|tt0052786|tt0053002|tt0054641|tt0054758|tt0055308|tt0056512|tt0056934|tt0057540|tt0058343|tt0059050|tt0059435|tt0061113|tt0061138|tt0061493|tt0061986|tt0061994|tt0062633|tt0062728|tt0063032|tt0063080|tt0063789|tt0064023|tt0064186|tt0064612|tt0064643|tt0064660|tt0065234|tt0065571|tt0066536|tt0068233|tt0068420|tt0069219|tt0070083|tt0070116|tt0070826|tt0071451|tt0071864|tt0072131|tt0072371|tt0072618|tt0072996|tt0073149|tt0073203|tt0074400|tt0074423|tt0074642|tt0075021|tt0077175|tt0079543|tt0080415|tt0080951|tt0081616|tt0082309|tt0082471|tt0082701|tt0082883|tt0083249|tt0083255|tt0083684|tt0083744|tt0085378|tt0085530|tt0086551|tt0086988|tt0087888|tt0088154|tt0088357|tt0089902|tt0090385|tt0091038|tt0092130|tt0093575|tt0094239|tt0096994|tt0099906|tt0102436|tt0104514|tt0110958|tt0111495|tt0113054|tt0118020|tt0118834|tt0142623|tt0172907|tt0205250|tt0220145|tt0243192|tt0302905|tt0324008|tt0340181|tt0354450|tt0472590|tt1602620|tt5304464|tt9075612,,tt0069443|tt0205250,Jean-Louis Trintignant
nm0004463,tt0187503|tt0246073|tt0249795|tt0251834|tt0251847|tt0255807|tt0256719|tt0258402|tt0259211|tt0259631|tt0260676|tt0260842|tt0260868|tt0262281|tt0262390|tt0262455|tt0264145|tt0266862|tt0269523|tt0290400|tt0322916|tt0459205|tt0483980|tt0810419|tt1633247|tt1783377|tt2926068,,,Akkineni Nageswara Rao
nm0004464,tt0020727|tt0020842|tt0021681|tt0022115|tt0022121|tt0023513|tt0024099|tt0024169|tt0024236|tt0025138|tt0025655|tt0025805|tt0025957|tt0026324|tt0026472|tt0027276|tt0027919|tt0028446|tt0029210|tt0029211|tt0029279|tt0029831|tt0031321|tt0031456|tt0031783|tt0032672|tt0033275|tt0034076|tt0036818|tt0040434|tt0041407|tt0041499|tt0045577|tt0046732|tt0047932|tt0048802|tt0049293|tt0051152|tt0051575|tt0051588|tt0051905|tt0052055|tt0053059|tt0053674|tt0053971|tt0054074|tt0054281|tt0055111|tt0055960|tt0056230|tt0057130|tt0057299|tt0058038|tt0059276|tt0059388|tt0060184|tt0060478|tt0060654|tt0061324|tt0062935|tt0063703|tt0067292|tt0083368|tt0107209,,tt0030349,Heinz Rï¿½ï¿½h
nm0004465,tt0086231,,,Sailaja S.P.
nm0004466,tt0251139,,tt0214178|tt0245704|tt0247917|tt0252235|tt0253157|tt0257357|tt0282554|tt0364733|tt1258121|tt1579515|tt1579580|tt1579764|tt1579965|tt1606217|tt3449978,E.V.V. Satyanarayana
nm0004467,tt0091328|tt0186807|tt0186890|tt0187205|tt0187214|tt0187441|tt0187484|tt0187581|tt0193444|tt0206877|tt0245679|tt0245731|tt0245871|tt0245917|tt0246008|tt0246032|tt0246062|tt0246073|tt0246188|tt0246204|tt0246254|tt0246258|tt0246315|tt0246339|tt0247932|tt0257362|tt0257386|tt0258298|tt0259261|tt0260416|tt0262308|tt0262593|tt0262810|tt0263623|tt0263997|tt0264415|tt0266463|tt0267524|tt0268042|tt0269398|tt0271390|tt0274336|tt0287734|tt0371968|tt0924258|tt1183907|tt1212063|tt12701012|tt1361809|tt1606248|tt1625549|tt1795665|tt2365899|tt3395024|tt6944510|tt7884228|tt8793736,,,Kaikala Satyanarayana
nm0004468,tt0079889|tt0156135|tt0187096|tt0246095|tt0246262|tt0246315|tt0248441|tt0252235|tt0262593|tt0320523|tt0354038,,,J.V. Somayajulu
nm0004469,tt0173415|tt0181032|tt0187096|tt0193444|tt0239236|tt0239341|tt0245704|tt0245755|tt0246073|tt0246184|tt0246240|tt0247917|tt0247924|tt0247945|tt0248042|tt0249336|tt0249953|tt0250297|tt0250665|tt0253157|tt0257711|tt0258227|tt0262430|tt0266727|tt0267524|tt0267927|tt0268042|tt0271390|tt0280554|tt0282554|tt0297067|tt0305209|tt0318338|tt0319336|tt0339504|tt0354965|tt0361037|tt0363535|tt0364733|tt0376144|tt0376787|tt0432047|tt0456643|tt0464849|tt0466901|tt0471571|tt0471862|tt0475756|tt0477255|tt0491772|tt0843326|tt0843328|tt0843372|tt0887793|tt0897374|tt0907618|tt0924234|tt0924274|tt0928152|tt0929620|tt0954914|tt0959281|tt1018698|tt10348516|tt1043851|tt10833600|tt1085806|tt10980876|tt11041010|tt11364772|tt1169270|tt1212129|tt1281841|tt1283956|tt13613252|tt1435529|tt1575648|tt1579515|tt1579526|tt1579580|tt1579682|tt1579691|tt1579893|tt1580000|tt1582477|tt1582519|tt1582560|tt1582604|tt1583266|tt1601224|tt1606248|tt1606302|tt1649303|tt1649404|tt1661031|tt1664809|tt1725014|tt1727535|tt1754394|tt1756476|tt1795665|tt1814797|tt1851988|tt1911606|tt1945122|tt2100411|tt2186943|tt2187090|tt2198161|tt2211173|tt2224902|tt2271641|tt2287973|tt2304655|tt2327239|tt2330927|tt2365899|tt2393775|tt2449318|tt2499856|tt2653804|tt26542515|tt2856674|tt3042926|tt3161758|tt3230300|tt3253476|tt3387140|tt3557946|tt3685680|tt3916700|tt3949630|tt3949638|tt4010302|tt4442758|tt4596814|tt4685968|tt5051410|tt5438276|tt6594842|tt6863784|tt6914500|tt7010156|tt7095392|tt7208648|tt8774768,,,Kota Srinivasa Rao
nm0004470,,,,Veerendranath Yandamoori
nm0004471,tt0246258|tt0247932|tt0248428|tt0248441|tt0249336|tt0249953|tt0250297|tt0255425|tt0262308|tt0264415|tt0271390|tt0285665|tt0306071|tt0319182|tt0485270|tt10348516|tt12637548|tt13978628|tt14311942|tt1503097|tt15281288|tt15415976|tt15767726|tt22179702|tt2365899|tt23726308|tt8107464,,,Subhalekha Sudhakar
nm0004472,tt0155893|tt0186807|tt0245871|tt0245997|tt0246070|tt0246188|tt0246315|tt0249336|tt0257711|tt0259208|tt0280554|tt0319182|tt0355202|tt1503097|tt1575520|tt1575647|tt1579515|tt1579691,,,Nuthan Prasad
nm0004473,tt0086231|tt0249797|tt0250104,,,Potti Prasad
nm0004474,,,,Margaret Mitchell
nm0004475,,,,Mitch Engel
nm0004476,,,,Jennifer Lyne
nm0004477,,,,Vic Goss
nm0004478,,,,Victor Goss
nm0004479,,tt0056477|tt0079889|tt0154463|tt0155531|tt0155893|tt0156135|tt0157324|tt0187503|tt0192198|tt0215468|tt0246258|tt0246913|tt0246982|tt0246985|tt0246986|tt0247997|tt0249964|tt0250012|tt0255263|tt0257362|tt0257386|tt0257808|tt0260676|tt0263686|tt0269398|tt0269523|tt0290400|tt0317056|tt1212063|tt1445108|tt1445737|tt1473380,,K.V. Mahadevan
nm0004480,,,,Joe Milazzo
nm0004481,,,,Cheryl Ann Nick
nm0004482,,,,Tracy McKnight
nm0004483,,,,Bethany Scott
nm0004484,,,,Johannes Weuthen
nm0004485,,,,Kevin Mendonca
nm0004486,tt0062230|tt0073730|tt0074826|tt0074870|tt0075675|tt0076316|tt0077924|tt0078211|tt0079641|tt0079797|tt0080691|tt0081385|tt0082230|tt0082429|tt0083995|tt0085400|tt0085810|tt0089323|tt0091882|tt0093191|tt0098394|tt0098559|tt0099511|tt0101526|tt0101753|tt0103615|tt0104685|tt0105160|tt0107209|tt0120054|tt0156794|tt0228140|tt0237539|tt0247063|tt0309820|tt0363163|tt0424786|tt0475967|tt0478829|tt0481797|tt0484095|tt0765432|tt0765442|tt0976051|tt10041952|tt11344192|tt1285306|tt1401152|tt1425926|tt1525888|tt1529292|tt1654523|tt1931544|tt2054790|tt2193215|tt2675914|tt3700392|tt3774092|tt4003440|tt4240848|tt5814592|tt5827916|tt6020104|tt7477068|tt7901268,,tt0083995,Bruno Ganz
nm0004487,tt0095936|tt0097784|tt0104854|tt0105515|tt0106203|tt0107166|tt0109116|tt0109555|tt0110881|tt0113913|tt0114231|tt0116024|tt0116391|tt0118957|tt0120540|tt0133024|tt0149850|tt0162480|tt0164550|tt0172089|tt0172300|tt0173042|tt0173102|tt0173188|tt0173283|tt0173369|tt0173415|tt0222270|tt0227194|tt0246674|tt0262527|tt0278315|tt0284083|tt0305173|tt0338490|tt0347278|tt0363422|tt0364209|tt0419992|tt0437279|tt0449221|tt0449228|tt0450577|tt0451850|tt0453582|tt0485272|tt0808164|tt0886539|tt0892113|tt0991346|tt1105733|tt1182908|tt1606267|tt1629295|tt1744641|tt1855268|tt2178508|tt2321492|tt2573750|tt4600778|tt5762180|tt8108164|tt9098938,,,Juhi Chawla
